3.9000	2392.8860	2396.8810	-0.6000	29.8000	41.0000	20.6800	72.3000	104.7000	27.8000	181.310	24.427	66.1333	13.192	64.652	59.433	27.702	13.692	60.120	61.686	26.973	1529.0000	1142.0000	1294.3333	556.3333	738.0000	6276.0000	15124.0000	33809.6667	10836.3333	2595.5000	5386.7667	2422.6667	2777.6667	3542.0000	1704.3333	1089.6667	44610.3333	8117.6667	3319.3333	2.4700	2.0567	2.1367	2.6333	40.3000	1648.0000	342.0000	444.6667	505.3333	356.0000	1302.3333	1543.6667	48.9667	70.0000	15.3333	48.9667	35.7333	20.9000	100.1667	185.4667	85.3333	25.7333	40.5483	11.1073	10.5553	-0.0813	139.3333	28.5667	138.9667	110.4000	110.4000	2.7733	3.1167	3.5033	3.9333	3.9867	3.9900	4.0000	4.1300	4.8700	0.2033	0.5467	0.9333	1.3633	1.4167	1.4200	1.4300	1.5600	2.3000	4.3161	359.8400	31.7000	31.5000	35.2333	33.3667	33.2000	33.1667	32.5000	13.9667	30.4000	30.6667	29.0000	29.8333	21.5667	29.7667	28.9000	29.9333	2.9900	95.8000	66.1333	69.9000	65.1333	53.1333	49.8123	9.6853
7.3000	2455.8130	2440.3150	-1.0000	32.5000	44.0000	20.7110	74.9000	111.3000	28.8000	186.610	25.612	66.5000	13.206	66.187	59.396	27.555	13.831	61.270	62.205	26.878	1498.3333	967.3333	989.0000	404.3333	584.6667	6326.6667	15475.3333	34146.0000	10956.0000	2624.8333	5438.2667	2446.6667	2813.0000	3591.6667	1728.6667	1103.6667	45369.6667	8146.0000	3360.3333	2.4633	2.0833	2.1700	2.9000	40.6000	1530.3333	263.0000	363.0000	513.6667	390.6667	1232.6667	1514.0000	50.5000	68.6333	15.5667	50.5000	36.8667	21.7000	102.9000	187.1000	84.2000	26.5667	40.7250	11.0487	10.2613	-0.3680	140.5333	28.7333	140.1333	111.4000	111.4000	3.0000	3.3733	3.9167	4.2667	4.3233	4.2567	4.2433	4.3533	4.9533	-0.0833	0.2900	0.8333	1.1833	1.2400	1.1733	1.1600	1.2700	1.8700	4.3189	359.8400	31.7667	31.5000	34.9000	33.3667	33.4000	33.2333	32.7667	13.7667	30.5000	30.8333	29.0333	29.5667	21.8333	29.8333	29.1000	30.1000	2.9700	97.2000	66.5000	67.0000	63.8333	64.2667	50.2087	10.4187
0.4000	2453.9480	2471.0600	-0.3000	29.2000	40.6000	20.7700	76.1000	103.0000	28.3000	192.530	24.564	54.9667	13.389	65.570	59.907	27.768	13.924	61.090	62.302	27.061	1600.0000	1145.0000	891.0000	416.6667	474.3333	6371.3333	15359.6667	34312.6667	11006.3333	2658.8667	5480.1667	2464.6667	2831.6667	3601.6667	1720.6667	1111.0000	45325.0000	8197.6667	3379.0000	2.5167	2.0667	2.1733	2.8333	40.3667	1505.6667	247.6667	361.0000	522.3333	374.6667	1241.3333	1442.6667	52.3667	65.1000	15.4667	52.3667	38.3667	22.7333	107.8000	188.4333	80.6000	27.2000	40.9740	11.1350	10.1757	-0.5237	141.5333	28.8667	141.2000	112.3333	112.3333	3.5400	4.1300	4.6033	4.7233	4.6833	4.5033	4.6667	4.4733	5.1167	-0.0367	0.5533	1.0267	1.1467	1.1067	0.9267	1.0900	0.8967	1.5400	4.3163	359.9267	31.6667	30.8667	34.6333	33.3333	33.4000	33.1667	32.8333	13.6000	30.5000	30.8000	29.2333	29.6333	21.8667	30.0333	29.2667	30.2333	2.9700	96.6667	54.9667	53.1333	58.0000	51.7333	47.7227	10.5773
4.1000	2462.5870	2462.2760	0.8000	28.6000	40.2000	20.8530	75.2000	105.8000	27.5000	198.080	24.682	52.8333	13.568	65.510	60.343	28.066	14.059	61.099	62.528	27.371	1717.3333	1206.3333	928.3333	464.6667	463.6667	6372.3333	15343.6667	34570.3333	11041.6667	2671.9333	5507.2000	2483.6667	2866.3333	3630.0000	1719.0000	1124.3333	45417.3333	8305.6667	3399.6667	2.5767	2.0867	2.1800	2.6667	40.1000	1457.3333	252.0000	342.0000	511.6667	351.6667	1205.3333	1350.0000	54.3000	62.0667	15.5000	54.3000	39.1333	23.7667	110.7000	188.3000	77.6000	27.8000	40.8683	11.0727	10.1707	-0.4387	140.3000	28.8000	139.9333	111.1333	111.1333	4.2300	4.6400	4.9167	4.9167	4.8267	4.5833	5.0000	4.5700	5.2733	0.2400	0.6500	0.9267	0.9267	0.8367	0.5933	1.0100	0.5800	1.2833	4.3344	360.2300	31.5333	30.5000	34.3000	33.1333	33.3667	33.0333	32.7333	13.6000	30.5667	30.8667	29.4000	29.6667	22.2333	30.2000	29.4333	30.4333	2.9700	96.8667	52.8333	54.6333	55.6000	43.8667	47.3467	10.3423
11.2000	2517.3650	2488.1410	-0.9000	31.5000	43.5000	20.9030	77.9000	118.3000	28.4000	202.580	26.170	53.8667	13.924	65.333	61.870	28.039	14.355	61.476	63.789	27.325	1578.3333	1066.3333	905.0000	460.3333	444.6667	6403.6667	15719.6667	34925.3333	11130.0000	2682.4667	5567.2333	2505.0000	2902.3333	3679.0000	1744.6667	1138.3333	46029.0000	8386.0000	3440.0000	2.6367	2.1400	2.2300	2.8333	40.3000	1357.3333	229.6667	315.6667	473.6667	338.3333	1107.6667	1045.0000	56.1333	60.0333	15.3000	56.1333	40.3000	24.4000	113.0000	188.3333	75.3333	28.3000	40.6920	10.9203	10.1410	-0.3157	139.9000	28.8000	139.5333	110.7333	110.7333	3.8733	4.2167	4.5700	4.6700	4.6400	4.4867	5.0000	4.5533	5.3100	-0.0600	0.2833	0.6367	0.7367	0.7067	0.5533	1.0667	0.6200	1.3767	4.3337	360.5333	31.6667	30.5000	34.8000	33.3333	33.3000	33.2000	32.8667	13.6667	30.6000	30.8667	29.4000	29.5667	22.2667	30.2333	29.6000	30.5667	2.9700	102.9667	53.8667	56.7000	35.5667	51.8667	47.5827	9.9583
3.2000	2504.8000	2511.4690	-0.6000	29.2000	41.4000	20.9950	76.5000	110.8000	26.1000	207.390	25.602	44.1000	13.858	65.984	61.208	28.478	14.440	61.585	63.781	27.889	1730.3333	1086.0000	849.0000	443.6667	405.3333	6402.0000	15565.0000	35190.3333	11210.6667	2691.3000	5619.3667	2523.6667	2928.0000	3695.6667	1740.0000	1148.3333	46077.6667	8466.0000	3478.0000	2.6067	2.1400	2.2400	2.4333	40.0000	1269.0000	213.6667	303.0000	444.0000	308.3333	1020.3333	1008.6667	57.5333	59.6333	15.1000	57.5333	41.3667	24.9667	114.5667	189.3333	74.7000	28.4667	40.6497	10.8307	10.3187	-0.0617	139.6000	28.8000	139.2667	110.4667	110.4667	2.9933	3.2900	3.8700	4.2467	4.3000	4.2600	5.0000	4.4533	5.2467	-0.7033	-0.4067	0.1733	0.5500	0.6033	0.5633	1.3033	0.7567	1.5500	4.3261	360.6633	31.7333	30.6667	35.4333	33.6000	33.4333	33.4000	32.7667	13.6333	30.5333	30.8333	29.5667	30.0000	22.3667	30.4000	29.6000	30.6333	2.9700	99.1333	44.1000	49.0000	32.0000	43.9667	46.8733	10.3570
4.3000	2508.7260	2507.8570	0.5000	27.9000	40.2000	21.0930	74.4000	111.0000	25.3000	211.680	25.181	45.5667	13.840	65.888	61.097	28.384	14.522	61.236	64.108	27.980	1710.6667	1228.0000	943.3333	518.0000	425.3333	6358.6667	15367.6667	35157.0000	11151.6667	2699.1000	5592.1333	2542.6667	2948.0000	3701.0000	1724.6667	1156.3333	45798.3333	8469.3333	3463.3333	2.6633	2.1400	2.2500	2.3667	39.6667	1212.6667	207.0000	293.6667	419.0000	293.0000	967.6667	992.3333	58.6667	60.9667	15.0667	58.6667	41.7333	25.5000	116.3000	192.3333	76.0333	28.4333	40.9097	11.0730	10.7763	0.2600	140.9000	28.7333	140.5333	111.8000	111.8000	2.3600	2.7100	3.0733	3.4900	3.6733	3.8333	4.7833	4.3133	5.1033	-0.5767	-0.2267	0.1367	0.5533	0.7367	0.8967	1.8467	1.3767	2.1667	4.3104	358.9800	31.6333	30.0667	35.5000	33.6667	33.5000	33.4333	32.7667	14.0667	30.4667	30.8000	29.6000	30.0000	22.5333	30.4000	29.7000	30.6000	2.9700	97.1667	45.5667	50.6000	37.0333	40.6000	47.6107	9.9387
-5.8000	2476.2320	2519.7650	0.3000	26.8000	39.4000	21.1860	73.9000	105.2000	25.3000	215.580	24.574	44.8667	13.972	65.139	61.284	28.876	14.585	60.667	63.974	28.471	1862.0000	1372.3333	1184.6667	628.0000	556.6667	6301.6667	15096.6667	35183.3333	11095.6667	2687.5667	5577.2000	2555.0000	2966.3333	3701.0000	1703.3333	1163.3333	45411.3333	8538.3333	3460.3333	2.7133	2.1567	2.2667	2.1667	39.1333	1185.0000	244.3333	265.3333	376.3333	299.0000	904.0000	967.3333	59.6333	63.1333	15.4000	59.6333	42.2000	26.1000	117.4333	196.0000	78.5333	28.6333	41.0680	11.2540	11.1290	0.5913	140.8333	28.7667	140.4667	111.7000	111.7000	2.3067	2.6300	2.9933	3.5167	3.7467	3.8867	4.5000	4.3200	5.0967	0.0100	0.3333	0.6967	1.2200	1.4500	1.5900	2.2033	2.0233	2.8000	4.3071	359.4533	31.7000	30.2333	36.2333	33.9333	33.5667	33.6667	32.8000	14.2000	30.4333	30.7333	29.8000	30.4333	22.6000	30.6000	29.7333	30.7667	2.9700	94.0333	44.8667	48.6000	38.0667	40.2333	46.5647	9.7517
-2.5000	2491.1540	2522.0100	-0.1000	26.2000	39.1000	21.2100	72.8000	108.2000	25.3000	219.400	24.202	45.5333	14.106	64.786	61.747	28.847	14.715	60.327	64.416	28.377	1928.0000	1453.3333	1402.3333	736.0000	666.3333	6271.6667	14822.0000	35179.0000	11028.6667	2675.1333	5558.3333	2566.3333	2986.6667	3700.6667	1683.3333	1170.6667	45046.3333	8587.3333	3455.3333	2.7467	2.1700	2.2700	2.1000	39.4000	1240.3333	200.3333	297.6667	434.0000	308.3333	934.3333	976.6667	60.3333	65.2000	16.0667	60.3333	42.5333	26.8000	119.8333	201.1000	81.2667	28.8667	40.9187	11.2203	11.1310	0.5660	141.5333	28.7000	141.1333	112.4333	112.4333	2.3500	2.5367	2.8733	3.4000	3.6433	3.7867	4.5000	4.2700	5.0633	0.3467	0.5333	0.8700	1.3967	1.6400	1.7833	2.4967	2.2667	3.0600	4.3161	358.9400	31.8000	30.4000	35.9000	33.8667	33.5333	33.6333	32.9000	14.3333	30.5000	30.7000	29.8000	30.5000	22.6333	30.6333	29.8667	30.8333	2.9700	95.1000	45.5333	50.3667	40.8000	38.6667	45.2483	9.8367
1.8000	2537.9810	2549.1440	1.0000	27.6000	40.9000	21.2490	74.0000	110.2000	25.5000	222.920	25.162	58.2000	14.419	64.041	63.141	28.501	14.923	60.186	65.347	27.974	1772.6667	1426.0000	1645.0000	782.0000	863.0000	6280.3333	14912.6667	35271.0000	10996.6667	2669.6333	5532.3000	2580.0000	3005.3333	3717.0000	1682.6667	1178.6667	45135.0000	8660.3333	3450.3333	2.7433	2.1933	2.3000	2.2333	39.7333	1258.6667	240.3333	265.6667	456.6667	296.0000	942.6667	1033.0000	60.2667	66.9333	16.6000	60.2667	42.7333	27.0667	120.6333	204.2000	83.5333	29.1333	40.8387	11.0817	11.0100	0.5157	142.5667	28.7000	142.2000	113.5000	113.5000	2.3033	2.4867	2.9367	3.3967	3.6167	3.7900	4.5000	4.2833	5.0167	0.5700	0.7533	1.2033	1.6633	1.8833	2.0567	2.7667	2.5500	3.2833	4.3248	361.5367	31.4667	29.8667	35.0000	33.4667	33.3667	33.3333	32.9000	13.9333	30.4000	30.6000	29.8000	30.3000	22.3667	30.6667	29.9000	30.9333	2.9700	97.7667	58.2000	65.5000	48.2333	42.4333	48.8107	9.7803
